id,name,category,focus,ages,levels,min_players,max_players,duration_min,intensity,equipment,description,coaching_points,easier,harder,needs_basket,space,sideline_ok,supervision,game_format,source,variants,game_like,concepts,themes
OF10,Outlet and Fill the Lanes 5v0,offense,offense;team_concepts,U11;U13;U14,beginner;intermediate;advanced,5,30,8,high,balls,"Coach shoots; rebounder outlets to the wing, point receives in the middle, wings sprint wide to the corners, trailer to the top. Finish with a lay-up or kick-out; come back the other way. Waves of 5.",Outlet with a two-hand overhead pass; wings run wide and deep; ball in the middle by the free-throw line.,Walk through the lanes.,Two defenders sprint back.,yes,full_court,no,medium,,original (written for this project),,no,,rebounding;finishing;shooting;transition
OF11,2v1 Transition Continuous,offense,offense;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,8,high,balls,"Two attackers vs one defender full court; the defender and the shooter then attack the other way against a new defender. Continuous, groups rotate quickly.","Attack the defender with the dribble, pass when she commits; wing runs wide and finishes with the outside hand.",Defender jogs.,Trailing defender enters after 2 seconds.,yes,full_court,no,medium,,original (written for this project); see also Transforming Basketball SSG Book (2-on-1 Continuous HC),,yes,dribble_drive,shooting;transition
OF12,3v2 Transition to Secondary Break,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,8,30,10,high,balls,"Three attack two defenders; if no lay-up in 5 seconds, flow into the secondary break: ball reversal, corner fill, trailer to the top. Then 2v1 back.",Middle player stops at the free-throw line; wings to the blocks then corners; keep the ball moving if the first look is closed.,3v2 only.,Add a trailer for 4v3.,yes,full_court,no,medium,,original (written for this project),,no,dribble_drive,finishing;transition;spacing
OF13,"Advantage Transition Game (3v2, 4v3, 5v4)",offense,offense;game,U11;U13;U14,intermediate;advanced,8,30,10,high,balls,"Coach calls a number; that many attackers go full court against one fewer defender, must score in 8 seconds. Defence then attacks the other way with a new number.",Find the open teammate early; attack with the ball in the middle; sprint on the change of possession.,"10 seconds, no defence for the first 3 seconds.",Even numbers on the return.,yes,full_court,no,medium,,original (written for this project),,no,dribble_drive,transition;reaction
OF14,Rebound-Outlet-Go 3v3 Full Court,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,6,15,10,high,balls,3v3 full court; every possession starts with a rebound or a made basket followed by a quick outlet. Points doubled for a score within 6 seconds.,Outlet before the defence recovers; run wide; the trailer is the second option.,Half court 3v3 with an outlet to the coach.,Add a fourth trailer.,yes,full_court,no,medium,3v3,original (written for this project),,yes,,rebounding;transition
OF15,Pitch Ahead Full Court Passing,offense,offense;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,7,high,balls,"Three lines: rebounder, wing, sprinter. Rebounder outlets to the wing, wing pitches the ball ahead to the sprinter for a lay-up; rotate lines. Both sides.","Pass ahead of the runner; catch in stride, no dribble if possible; finish strong.",Pass to a stationary target.,A defender chases the sprinter.,yes,full_court,no,medium,,original (written for this project),,no,,rebounding;finishing;passing;transition
OF16,Early Offense Flow into Half Court,offense,offense;team_concepts,U13;U14,advanced,10,15,10,medium,balls,"5v5 from a coach's miss: run the break; if nothing in the first 7 seconds, flow into the half-court spacing without stopping the ball. Coach freezes play to check spacing.",No pause between the break and the half-court offence; ball reversal; corners filled.,Defence passive on the first possession.,Shot clock 14 seconds.,yes,full_court,no,medium,5v5,original (written for this project),,yes,,transition;spacing
GM13,2v2 Continuous Rotation (mini basketball),game,game;offense;defense,U9;U11,beginner;intermediate,4,12,10,high,balls,"Three pairs at a basket: 2v2, winner stays, new pair enters on defence. Rules: at least one pass before a shot; only lay-ups score 2, others 1.",Pass and cut; talk on defence; hustle back.,No steals allowed for beginners.,Score only after a give-and-go.,yes,half_court,no,medium,2v2,original (written for this project),,yes,,finishing;passing;shooting
GM14,3v3 Half Court with Rules,game,game;offense;defense,U9;U11;U13;U14,beginner;intermediate;advanced,6,15,12,high,balls,"Three teams of 3 at a basket, winner stays. Rotating rule each round: no dribble; 3 passes minimum; score only off a cut; every player must touch the ball.",Coach only the rule of the round; let them play; box out every shot.,"Unlimited dribbles, no rule.",12-second shot clock; the new team must sprint in on the inbound (scramble) — losers do 5 push-ups.,yes,half_court,no,medium,3v3,original (written for this project); see also hoopdrills.org (credited to Breakthrough Basketball) (Offensive Cutthroat),,yes,,passing;spacing
GM15,4v4 Half Court Constraint Game,game,game;offense;defense;team_concepts,U11;U13;U14,intermediate;advanced,8,16,12,high,balls,4v4 make-it-take-it at a basket; a third group of 4 rotates in on defence after each score. Constraints: a screen must be used before a shot; or drive-and-kick only.,Spacing 4 wide; screen and cut; help and recover.,No constraint.,Points only from the paint or after a skip pass.,yes,half_court,no,medium,4v4,original (written for this project),,yes,screens,shooting
GM16,4v4 Full Court Scrimmage,game,game;offense;defense;team_concepts,U11;U13;U14,intermediate;advanced,8,16,12,high,balls,4v4 full court with a rotating third team at half court waiting to enter on the change of possession. Transition scores count double.,Run wide; trailer to the top; sprint back on defence.,Half court 4v4.,Full-court press allowed.,yes,full_court,no,medium,4v4,original (written for this project),,yes,,transition
GM17,5v5 Half Court Live with Variations,game,game;offense;defense;team_concepts,U13;U14,intermediate;advanced,10,15,12,high,balls,5v5 half court; defence gets the ball on a stop. Variations by round: 3 passes before a shot; must post up once; zone defence; 14-second shot clock.,"Coach the theme of the day only; celebrate good decisions, not just baskets.","No variation, free play.",Losing team runs the length.,yes,half_court,no,medium,5v5,original (written for this project),,yes,,passing;shooting
GM18,5v5 Full Court Scrimmage with Constraints,game,game;offense;defense;team_concepts,U13;U14,intermediate;advanced,10,15,15,high,balls,"Full-court scrimmage, 5-minute periods, with a constraint per period: transition only (score in 8 seconds); half-court only after a made basket; man defence, no help.",Let it flow; stop only for teaching moments about the theme of the day.,No constraints.,Live free throws and fouls.,yes,full_court,no,medium,5v5,original (written for this project),,yes,,transition
GM19,3v3 to 5v5 Progressive Scrimmage,game,game;offense;defense;team_concepts,U13;U14,intermediate;advanced,10,15,12,high,balls,"Start 3v3 at a basket; after each score the scoring team adds a player from the sideline until 5v5; then reset. Variations: no dribble at 3v3, screens mandatory at 5v5.",Spacing changes with numbers: notice it and talk about it.,Stay at 3v3.,Shot clock shortens as numbers grow.,yes,half_court,no,medium,3v3;4v4;5v5,original (written for this project),,yes,,
PS25,All-Star Shootout (cone capture),game,game;passing_shooting,U9;U11;U13,beginner;intermediate;advanced,6,16,8,high,balls and 6-8 cones,"Two teams on opposite baselines, 6-8 cones placed at shooting spots around the key. On the signal a player from each team runs to a cone and shoots from there; a make wins the cone for her team, a miss means rebound and back in line. First team to collect all the cones wins.","Balanced feet before the shot; celebrate makes, hustle after misses; short lines so everyone shoots often.","Cones close to the basket, lay-ups allowed.",Cones at the elbows and beyond; must alternate shot types.,yes,half_court,no,medium,,hoopsaddict.com — Basketball Drills for 9-Year-Olds,,yes,,rebounding;shooting;reaction
BH23,Dribble Pick-Ups (crossover precursor),ballhandling,ballhandling,U9;U11,beginner,1,30,4,low,1 ball each,"Stationary: pound the ball with the right hand, cross it in front to the left hand and catch it, then pound left, cross, catch. Ten reps, then keep the ball alive instead of catching it, so the pick-up turns into a real crossover.",Low and hard bounce; the ball crosses below the knees; eyes up.,Two-hand catch after every cross.,Add a jab step with the cross; between the legs instead of in front.,no,small_area,yes,low,,hoopsaddict.com — Basketball Drills for 9-Year-Olds,,no,,
DF21,Three-Touch Defensive Drill,defense,defense;physical,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,6,high,5 cones around the arc,"Five cones around the three-point line, one player in the lane in defensive stance doing foot fire. The coach points to a cone: the player sprints to touch it, returns to the lane in stance, and repeats for three cones. Run several players at once, one lane each or in waves.","Stay low the whole time; explosive first step; recover to stance, not upright.",Two touches; walk back.,Five touches; close out with high hands at each cone.,no,half_court,no,medium,,hoopsaddict.com — Basketball Drills for 9-Year-Olds,,no,,footwork;reaction;conditioning
OF17,Ball Reversal 4v4 (three reversals before a shot),offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,8,16,10,high,balls,4v4 half court. The offence may only shoot after the ball has been reversed from one side of the floor to the other three times; defence plays live. Reversals force the defence to shift and open driving gaps.,Skip passes and quick reversals through the top; fill spots after each pass; attack the gap after the third reversal.,"Two reversals, passive defence.",Live defence and a 15-second shot clock.,yes,half_court,no,medium,,hoopsaddict.com — Basketball Drills for 9-Year-Olds,,no,dribble_drive,finishing;shooting;spacing
OF18,No-Dribble Advancement 4v2,offense,offense;passing_shooting,U9;U11;U13,beginner;intermediate,6,30,8,medium,balls,Four attackers move the ball baseline to baseline using only passes and pivots — no dribbling — against two defenders who try to steal. Finish with a lay-up. Rotate roles; run two groups in the two lanes of the court.,"Move to get open, meet the pass, pivot to protect; passer fakes before passing.",Defenders can only shadow.,4v3; 8-second limit to cross half court.,yes,full_court,no,medium,,hoopsaddict.com — Basketball Drills for 9-Year-Olds,,yes,dribble_drive,finishing;passing;footwork
OF19,5v0 Pass and Pick Away Continuity,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,5,15,8,medium,balls,"Five players on the perimeter spots. After every pass the passer screens away for the next player, who cuts off the screen shoulder to hip and curls to the basket; the screener pops to the ball. Keep the pattern going as the ball moves around the arc, no shots at first.",Set the screen with a wide base and wait for the cutter; cutter brushes the screen and curls all the way; passer delivers on time.,Walk through with the coach calling each action.,"Add three passive defenders, then live 5v5.",yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,screens,contact;passing
OF20,5v3 + 2 Fast Break,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,10,15,10,high,balls,"Coach shoots; five players rebound and run the break against three defenders. Two more defenders wait at half court touching hands and may only join once the ball crosses half court, so the offence must attack quickly before the advantage disappears.","Outlet fast, run wide, attack the 5v3 in the first seconds; if it is gone, flow into the half-court offence.",Late defenders wait until the first pass in the half court.,Late defenders enter as soon as the outlet pass is thrown.,yes,full_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,rebounding;shooting;transition
DF22,Four Corners Trapping 4v4,defense,defense;team_concepts;passing_shooting,U13;U14,intermediate;advanced,8,16,8,high,balls,"Four attackers in a square, four defenders in between. The two defenders closest to the ball trap the passer while the other two split the remaining attackers; attackers pass out of the trap (no dribble). Count deflections and steals in 30-second rounds, then switch.","Trap with hands high and feet together, no reaching; off-ball defenders read the passer's eyes; attackers pivot and fake before passing.","Trappers cannot steal, only deflect.",Attackers may move one step; lob passes not allowed.,no,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,press,passing
DF23,Man in the Hole (full-court 1v1 defence),defense,defense;physical,U11;U13;U14,intermediate;advanced,6,18,8,high,balls,"One defender in the 'hole' at the baseline. A ball handler attacks full court; the defender must stay in front and turn her, then hands off to the next handler coming the other way. Three handlers in a row, then a new defender. Run in up to three lanes across the court.","Slide, quick hip turn, sprint to recover and get back in front; contain, do not reach.","Handlers at 70% speed, two handlers per defender.",Handler may score at the far basket; defender must contest.,no,full_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,1v1;transition
DF24,Full-Court 1v1 with Closeout,defense,defense,U13;U14,intermediate;advanced,4,16,8,high,balls,"Offence and defence start on the baseline; the attacker tries to beat the defender down the floor with the dribble, passes to the coach on the sideline at half court and touches the half-court line. The defender touches the baseline, sprints to close out on the return pass, then plays live 1v1.",Sprint then chop the feet on the closeout; high hand; contain the drive after the closeout.,Attacker walks the first half.,Two dribbles maximum for the attacker.,yes,full_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,closeouts;1v1;transition
PS26,1v1 on Cone Touch (finishing),passing_shooting,passing_shooting;defense,U11;U13;U14,intermediate;advanced,4,12,8,high,balls and 2 cones,"Attacker and defender each have a cone near the perimeter, the attacker's a little closer to the basket. Both sprint to touch their cone; the passer feeds the attacker near the basket and it is live 1v1. Moving the defender's cone further away gives the attacker more time.",Catch ready to finish; read whether the defender has arrived; strong two-foot finish through contact.,Defender's cone far away — mostly uncontested finishes.,"Cones level, so the finish is always contested.",yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball); see also Transforming Basketball SSG Book (1-on-1 Cone Touch),,no,,finishing;1v1;passing;conditioning
PS27,Figure-8 Chair Shooting,passing_shooting,passing_shooting;coordination,U13;U14,intermediate;advanced,2,8,7,medium,2 chairs and 2 balls per basket,"Two chairs on the wings with a ball on each. Run around the right chair, pick up the ball, front pivot to the basket and shoot; then around the left chair and repeat, in a figure-8 pattern. Ten shots each; a partner rebounds and replaces the balls.",Pick the ball up with feet ready; pivot on the ball of the foot; square and shoot in rhythm.,Walk to the chair; shoot from close range.,Reverse pivot; add a shot fake and one dribble.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,rebounding;shooting;footwork
CO21,Chair Pivots and Finish,coordination,coordination;passing_shooting,U11;U13;U14,intermediate;advanced,2,12,6,medium,2 chairs and balls,"Two chairs just above the blocks with a ball on each. Sprint to the chair, jump stop, pick up the ball into triple threat and execute the pivot called by the coach (front pivot, reverse pivot, drop step, sweep) before scoring. Ten reps per pivot type, then the other side.",Balanced jump stop; pivot foot stays planted; ball protected at the chin during the pivot.,"Front pivot only, no shot.",Coach calls the pivot after the jump stop; add a defender with a pad.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,yes,,footwork;reaction;conditioning
GM20,Chair 1v1 Race,game,game;passing_shooting;defense,U13;U14,intermediate;advanced,4,12,8,high,3 chairs and balls per basket,"Two players start on the baseline; each sprints to a chair on a wing, picks up the ball, pivots and shoots (make = 2 points). Both then race to the ball on the top-of-key chair; whoever gets it plays 1v1 with two dribbles to score (1 point). First to 5, then swap sides.",Game-speed footwork on the pivot shot; first to the loose ball attacks immediately.,"Shots from close range, unlimited dribbles in the 1v1.",One dribble in the 1v1; only makes count on the race.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,yes,,1v1;shooting;footwork;conditioning
PS28,Big Shot (miss two to move),passing_shooting,passing_shooting,U11;U13;U14,intermediate;advanced,2,8,7,medium,balls,"Five spots at a range that suits the age (short corners, elbows, top). Shoot at a spot until you miss two in a row, then move to the next; every make is a point and the total is your score. Pressure comes from the misses, not the clock.",Same routine every shot; reset after a miss instead of rushing the next one.,Spots inside the key; miss three to move.,Spots at three-point range for U14; partner passes on the move.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,shooting
BH24,Arc Finishing (5 cones),ballhandling,ballhandling;passing_shooting,U11;U13;U14,intermediate;advanced,2,12,7,high,5 cones and balls,"Five cones spread around the three-point arc. Dribble out around the first cone and come back to finish a lay-up with the right hand, rebound, then around the second cone, and so on. Then repeat all five with the left hand: ten finishes at game speed.","Attack the rim at full speed; long last step, knee drive, eyes on the target; finish with the outside hand.","Three cones, walking pace.",Coach as a passive defender in the lane; alternate hands on every finish.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,rebounding;finishing
GM21,1v1 to 3v3 Full Court,game,game;defense;offense,U13;U14,intermediate;advanced,6,15,12,high,balls,A ball handler tries to beat her defender full court; once she crosses half court the other two attackers and two defenders join and it is live 3v3. Defence must get a stop to earn the ball; offence stays on with a score.,"Turn the dribbler full court; on the half-court change, sprint to help position and talk.",Handler starts at half court.,Defence needs two stops in a row to go on offence.,yes,full_court,no,medium,3v3,hoopdrills.org (credited to Breakthrough Basketball),,yes,,1v1;transition
OF21,2v1 Shooting Decision,offense,offense;passing_shooting,U11;U13;U14,intermediate;advanced,3,12,7,medium,balls,"Two attackers on the perimeter, one defender who decides whom to guard. The attackers are allowed only one pass: the player left open must shoot, so the defender tries to leave the weaker shooter open and the attackers try to get the ball to the better one.","Read the defender before the pass; catch ready to shoot; defender closes out on the pass, not the shot.",Two passes allowed.,Add a second defender arriving late from the baseline.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,dribble_drive,passing;shooting
DF25,4v4 with Baseline Drivers,defense,defense;team_concepts,U13;U14,intermediate;advanced,8,16,10,high,balls,4v4 half court plus two extra attackers standing in the corners as baseline drivers. On a pass to a corner the driver attacks baseline and the four defenders must stop penetration with help and recover; the driver kicks out or finishes. Rotate the drivers in every few possessions.,Help early from the low man; recover on the kick-out; talk 'baseline'.,"Drivers must kick out, no finish.",Live 6v4 until a stop.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,dribble_drive,finishing;passing
DF26,5v2 Weak-Side Help,defense,defense;team_concepts,U13;U14,intermediate;advanced,7,14,8,medium,balls,"Five attackers pass around the perimeter and into the high post; two defenders guard two of them man to man and must jump to the ball on every pass, get to help position, and take away flash cuts through the lane. Coach freezes play to check positions.",Move on the flight of the ball; see ball and player; help side means one foot in the lane.,"Passing at walking speed, no cuts.",Attackers may drive; defenders must help and recover.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,yes,,passing
OF22,3v3 One Side of the Court,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,6,12,10,high,balls and cones,3v3 in one half of the half court (a cone line down the middle). After every pass the passer must cut or screen; the small area forces good spacing and quick decisions. Score normally; the other half of the court hosts a second game.,Cut hard or get out of the way; keep the 4-metre spacing even in a small space; no standing after a pass.,Defence passive for the first two passes.,No dribble; 8-second shot clock.,yes,half_court,no,medium,3v3,hoopdrills.org (credited to Breakthrough Basketball),,yes,dribble_drive,passing;spacing
DF27,"B.U. Closeout (one defender, three attackers)",defense,defense,U11;U13;U14,intermediate;advanced,4,12,8,high,balls,"Three attackers around the arc, each with a ball, one defender under the basket. The defender closes out on the first attacker who plays live with two dribbles; after the shot or stop the defender immediately closes out on the next attacker, then the third. Points for the defender per stop; rotate.","Sprint and chop, high hand, then contain; recover fast after each rep.","Attackers shoot on the catch, no drive.",Attackers may pass to each other once before attacking.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,yes,,closeouts;1v1
OF23,Around the Cones Transition 2v1,offense,offense;passing_shooting,U11;U13;U14,intermediate;advanced,6,16,8,high,balls and cones,Two attackers and one defender each circle a cone at half court before the coach's pass starts a live 2v1 to the far basket. Attackers run wide and dribble with the inside hand; the defender sprints back and tries to get between the ball and the rim.,"Attack until the defender is between you and the rim, then pass; wing stays wide and finishes with the outside hand.",Defender's cone further from the basket.,Add a trailing defender for 2v2.,yes,full_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,dribble_drive,passing;transition;conditioning
DF28,Rebound by Numbers,defense,defense;physical,U11;U13;U14,intermediate;advanced,6,12,7,high,balls,"Attackers with numbers stand around the key, defenders inside. Coach shoots and calls one or two numbers: those attackers crash the boards while the defenders must identify them, call the box-out and secure the rebound; the others box out anyway.","Find your player before finding the ball; hit, locate, go get it; talk 'shot' and 'box'.",Only one number called.,Three numbers; rebounders may score on the offensive board.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,rebounding;contact
DF29,Creighton 3v3 Rebounding Game,defense,defense;physical;game,U13;U14,intermediate;advanced,6,12,8,high,balls,"3v3 around the key; coach shoots. Defenders box out and go get the ball: a defensive rebound is a point for the defence, an offensive rebound a point for the offence (and they may score). First to 5, then switch roles.","Contact first, then pursue; two hands on the ball and chin it; outlet after the rebound.",Attackers must wait for the ball to hit the rim.,Add an outlet pass to complete the defensive point.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,yes,,rebounding;contact
DF30,No Paint Game 4v4,defense,defense;team_concepts;game,U11;U13;U14,intermediate;advanced,8,16,10,high,balls,4v4 half court where the offence scores a point only by getting the ball into the lane (pass or dribble) and the defence scores by stopping it for a full possession. Builds the mentality of protecting the paint.,"Help early, take away the middle; force to the sideline; talk on every pass.",Offence must pass three times before attacking.,A basket from the paint is worth two.,yes,half_court,no,medium,4v4,hoopdrills.org (credited to Breakthrough Basketball),,yes,,passing
OF24,Navy Transition 5v5 (rolled ball),offense,offense;team_concepts;game,U13;U14,intermediate;advanced,10,15,10,high,balls,"Two teams; the coach rolls the ball to a random spot on the floor. Whoever picks it up attacks; the other team defends in transition. Players must organise and communicate as soon as the ball is live; play until a score or stop, then repeat.","Talk first: who has the ball, who sprints back; fill the lanes; match up early.",Defence may only start once the ball is picked up.,Coach rolls a second ball while the first play is still going.,yes,full_court,no,medium,5v5,hoopdrills.org (credited to Breakthrough Basketball),,yes,,transition
DF31,Get Back Drill (touch the baseline),defense,defense;physical;team_concepts,U11;U13;U14,intermediate;advanced,8,16,8,high,balls,"After a made basket the defence must sprint and touch the baseline before playing defence, while the offence inbounds and pushes. Defenders recover, match up and keep the ball out of the middle third of the floor.","Sprint to the level of the ball, then find your player; force the ball to the sideline.",Offence must make two passes before crossing half court.,Offence plays with a 6-second rule to score.,yes,full_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,,conditioning
DF32,Ball Screen Defence Coverages,defense,defense;team_concepts,U14,advanced,4,12,8,medium,balls,"2v2 on the wing with a ball screen. The screener's defender calls the coverage before the screen — drop, hedge or trap — and both defenders execute it; the offence plays live off the screen. Rotate coverages each rep.",Loud early call; on-ball defender fights over the screen; recover to your player on the pass.,"Coach calls the coverage, offence passive.",Add a third attacker in the corner for the kick-out rotation.,yes,half_court,no,medium,,hoopdrills.org (credited to Breakthrough Basketball),,no,screens,reaction
WU13,Sheep and Wolf Tag,warmup,physical;coordination;defense,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,5,medium,none,"Pairs on a line: the wolf walks forward, the sheep follows behind keeping the same distance. Whenever the wolf turns and chases, the sheep must sprint back 'home' to the start line before being tagged. Several rounds, then swap. Also side-on to work shuffles and cross-steps.",Sheep stays in an athletic stance ready to react; first step explosive; wolf disguises the turn.,Wolf must call 'go' before turning.,Both dribble a ball; sheep must protect it while escaping.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,footwork;conditioning
WU14,Rock-Paper-Scissors Chase,warmup,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,5,medium,none,"Pairs face each other on a line. Play rock-paper-scissors: the winner turns and sprints home to a line behind her, the loser chases and tries to tag her before the line. Run in straight lanes to avoid collisions. Vary the start position: seated, lunge, lying down.",React the instant the result is clear; drive the arms; chaser takes a straight line.,Walk-jog version.,Add a ball each; loser who tags earns a 1v1 to the basket.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,conditioning
WU15,Circle Tag,warmup,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,20,5,high,centre circle or cones,"Pairs on opposite sides of the centre circle (or a cone circle). One has 12 seconds to tag the partner; neither may step inside the circle. Then swap. Variations: race three laps, both dribble, only shuffle or backwards running.",Change of pace and fakes to catch the partner; stay low on the turns.,Walking only.,Both players dribble; a lost ball counts as a tag.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,footwork;conditioning
WU16,Heads-Shoulders-Knees-Toes-CONE Reaction,warmup,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,4,medium,1 cone per pair,"Pairs face each other with a cone between them. The caller (coach or a player) calls body parts — heads, shoulders, knees, toes — and both touch them; on 'CONE' the first to grab the cone wins the point. Use several coloured cones and call a colour to make it harder.","Stay low with hands active; react to the word, not the partner.","Slow calls, always the same order.",Add a ball: dribble while touching the body parts with the other hand.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,contact;reaction
CO22,Tennis Ball Catches,coordination,coordination,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,5,low,1 tennis ball per pair,"Pairs with a tennis ball: throw it to each other in random directions, high and low, left and right, catching with one or two hands. Then the catcher must use a cross-step to reach the ball; then drop the ball at the partner's feet so she closes out and catches it.",Eyes on the ball; soft hands; move the feet before the hands.,"Two-hand catches only, gentle throws.",Two tennis balls; or catch while dribbling a basketball with the other hand.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
CO23,Stance Games (pairs),coordination,coordination;defense,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,5,medium,none,"Pairs in defensive stance, arms out wide: the coach calls left or right and the first to slap the partner's hand with that hand wins a point. Then the same balancing on one leg (losing balance loses the point), then shoulder pushes where whoever moves a foot loses.","Wide base, weight on the balls of the feet, chest up; react without standing up.",Two feet only.,Add a call sequence of two hands.,no,small_area,yes,low,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,contact;footwork;reaction
CO24,Pylon Exchanges,coordination,coordination;physical,U9;U11;U13;U14,beginner;intermediate;advanced,5,30,5,high,4 cones per group,"Groups of five: four players stand on cones in a square, one in the middle. The outside players keep exchanging spots in pairs while the middle player tries to steal an empty spot; whoever is left without a spot goes to the middle. Count exchanges in a set time.",Communicate with eyes before running; sprint and stop under control.,Walk the exchanges.,Everyone dribbles; or only two-foot hops between cones.,no,small_area,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
GM22,Tic-Tac-Toe Relay,game,game;passing_shooting;physical,U9;U11;U13,beginner;intermediate;advanced,6,20,7,high,"6 markers of 2 colours (bibs or cones), balls","Two teams, a 3x3 grid of hoops or taped squares at half court. Players run one at a time to place their team's marker in a square, trying to get three in a row; once all markers are placed they may move one. Add a rule: make a lay-up before you are allowed to place.","Sprint, decide fast, sprint back; cheer the teammate.",No shot required.,Shot must be a jumper from the elbow.,yes,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,finishing;conditioning
GM23,Basketball Handball,game,game;ballhandling;passing_shooting,U9;U11;U13,beginner;intermediate;advanced,6,16,8,high,"1 ball each plus a small foam ball, cones for goals",Every player dribbles a basketball the whole time. Teams pass a small foam or tennis ball with the free hand and score by throwing it through a cone gate. Losing your dribble means you must stop until you recover it.,"Head up, dribble with the off hand; move to get open for the small ball.",Allow stopping the dribble to catch.,Weak-hand dribble only; no more than three steps with the small ball.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,passing
GM24,Capture the Flag (basketball),game,game;ballhandling;physical,U9;U11;U13,beginner;intermediate;advanced,8,20,8,high,"bibs or balls as flags, cones","Two teams, each defending a half. A team scores by carrying a bib (or dribbling a ball) over the opponents' end line. Anyone tagged in the opponents' half hands the flag over and play switches. Everyone dribbles for the basketball version.",Spread out to create space; change of pace to beat a tagger; protect the ball.,No tagging in your own half.,Weak hand only; two flags in play.,no,full_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH25,Line Tag,ballhandling,ballhandling;coordination,U9;U11;U13,beginner;intermediate;advanced,6,30,6,high,1 ball each,Everyone dribbles from sideline to sideline (or baseline to baseline). The taggers may only stand on the key lines and move laterally along them; runners must get past without being tagged or losing the ball. Tagged players become taggers.,Read the tagger and change pace; protect the ball on the far side.,Taggers walk.,Weak hand only; taggers on two lines.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
BH26,Pac-Man Tag (lines only),ballhandling,ballhandling;coordination,U9;U11,beginner;intermediate;advanced,6,20,6,high,1 ball each,"Everyone, including the two taggers, may move only along the court lines while dribbling. A player caught between two taggers on a line is out (sandwiched). After catching someone the taggers swap with two new players.",Keep the dribble low and controlled; look ahead to choose the line.,"Taggers walk, no sandwich rule.",Weak hand; only one tagger allowed per line.,no,half_court,no,medium,,"Transforming Basketball — Small-Sided Games Book (transformingbball.com), adapted",,yes,,
